SHIPNAME	GETM	CAPTAINNAME	OWNER	PORT	TONNAGE	CANONS	CARRON	SWIVEL	CREW	CAPTURED/NOT	UNDOC_1	CRUISEYEAR	UNDOC_2	CONSTRUCTION_YEAR
VOYAGEUR		COLBERT EGIDE	DEGRAVIER VERGUEUX	DUN	80	14			47	T		1801		
VRAI DECIDE		LANTONNE LS	LAFOIREZ CADET	BOU	35	14		4	38			1798		
VRAI DECIDE		LANTONNE LS	LAFOIREZ CADET	BOU	35	14		4	38	T		1799		
VRAI PATRIOTE		DEVILLE ANT	LE RU JEAN	DUN	100	19		5	45	T		1793		
VUCLE TOBIE		BUTCHER JAS		QUI								1798		
WAGRAM		JACOBS J		DUN	30	1		2	14			1810		
WAGRAM			ANDRIEL	LUB		2			22			1811		
WIMERAUX		POLLET JN	SANNIER DUCROCQ	BOU		14			80			1803		
WIMERAUX		POLLET JN	SANNIER DUCROCQ	BOU		14			80			1804		
WIMERAUX			SANNIER DUCROCQ	BOU	59	14			80			1805		1803
WIMERAUX		POLLET JN	SANNIER DUCROCQ	BOU		14			67	T		1805		
WIMERAUX			SANNIER DUCROCQ	BOU	59	14			80			1806		1803
WIMEREUX			SAUNIER DUCROCQ	HAV								1802		
ZELE		SALAUN	REVERDUN BRUNEL CO	BRE	150	14			79			1797		1797
ZELE		SALAUN	REVERDUN BRUNEL CO	BRE	150	14			79		1	1798		1797
ZELE		SALAUN	REVERDUN BRUNEL CO	BRE	150	14			79	T	1	1799		1797
ZELIE		GONIDEC JN	GUISTARD GAUTTIER	STM	50	4			52			1797		1797
ZELIE		GONIDEC JN	GUISTARD GAUTTIER	STM	50	4			52	T		1798		1797
ZEPHIR		LEGOUD A	DUGRAY	LOR	50	6	2		70	T		1797		
ZEPHIR			DUPONT DE LENS	CAL								1808		
ZEPHIR		PILVESSE LS	PROTET ALEX	STM	15				20	T		1808		1808
ZEPHIR		HENDRIKS	PEYCHIES	DUN								1810		
ZEPHIR		LEFORT	PEYCHIES	DUN								1811		
ZOE	G ET M		LANCEL FOACHE BAL	ROC		2			13	T		1808		
ZOEE		BONTET JOSEPH	MARTIN ET CIE	QUI	300	20			130	T		1797		
									63					
